2147483647;5508;5;2147483647;5540;15;2147483647;5540;262147483647;5540;1577
5425;0;4;5425;0;5;5425;0;65425;0;6
2147483647;5628;5;2147483647;5628;7;2147483647;5628;122147483647;5628;1371
2147483647;6103;3;2147483647;6146;10;2147483647;6155;192147483647;6155;1420
2147483647;5750;6;2147483647;5771;7;5772;0;85772;0;8
2147483647;5735;5;2147483647;5822;15;2147483647;5834;282147483647;5834;1231
2147483647;4907;5;2147483647;4975;13;2147483647;4986;272147483647;4986;1227
2147483647;6007;5;2147483647;6180;18;2147483647;6204;392147483647;6204;1232
2147483647;5612;6;2147483647;5648;12;2147483647;5648;162147483647;5648;1259
2147483647;5786;4;2147483647;5837;12;2147483647;5839;202147483647;5839;1521
2147483647;5572;3;2147483647;5804;29;2147483647;5861;602147483647;5861;1707
2147483647;5685;6;2147483647;5727;14;5734;0;195734;0;18
2147483647;5237;7;2147483647;5260;12;2147483647;5260;162147483647;5260;1369
2147483647;5423;4;2147483647;5527;14;2147483647;5533;222147483647;5533;1653
2147483647;5505;6;2147483647;5546;12;2147483647;5547;182147483647;5547;1276
2147483647;5759;9;2147483647;5779;12;2147483647;5782;192147483647;5782;1707
2147483647;5636;7;2147483647;5649;10;2147483647;5660;282147483647;5660;1554
2147483647;6043;5;2147483647;6050;7;2147483647;6050;132147483647;6050;1470
2147483647;5554;4;2147483647;5660;14;2147483647;5662;222147483647;5662;1669
2147483647;5646;3;2147483647;5676;12;2147483647;5676;172147483647;5676;1318
2147483647;5504;11;2147483647;5648;25;5656;0;305656;0;29
2147483647;5621;4;2147483647;5721;22;2147483647;5756;502147483647;5756;1402
2147483647;5086;4;2147483647;5095;6;2147483647;5124;192147483647;5124;1384
2147483647;5283;4;2147483647;5331;14;2147483647;5331;172147483647;5331;1254
2147483647;5425;5;2147483647;5498;10;5499;0;105499;0;10
2147483647;5655;7;2147483647;5660;9;2147483647;5660;132147483647;5660;1350
2147483647;5577;5;2147483647;5583;8;2147483647;5592;192147483647;5592;1461
2147483647;5713;5;2147483647;5771;10;2147483647;5772;162147483647;5772;1337
2147483647;5350;4;2147483647;5565;36;2147483647;5574;452147483647;5574;1430
2147483647;5596;7;2147483647;5643;15;2147483647;5644;212147483647;5644;1427
2147483647;5447;3;2147483647;5451;4;2147483647;5451;82147483647;5451;1341
2147483647;5788;9;2147483647;5805;9;2147483647;5805;132147483647;5805;1187
2147483647;5919;5;2147483647;5920;7;2147483647;5920;112147483647;5920;1190
2147483647;5445;3;2147483647;5460;4;2147483647;5460;82147483647;5460;1142
2147483647;5405;5;2147483647;5440;10;2147483647;5440;152147483647;5440;1310
2147483647;5660;5;2147483647;5670;6;2147483647;5682;272147483647;5682;1396
2147483647;5284;3;2147483647;5293;7;5293;0;55293;0;5
2147483647;5705;4;2147483647;5746;11;2147483647;5775;362147483647;5775;1683
2147483647;5405;4;2147483647;5470;11;2147483647;5470;152147483647;5470;1137
2147483647;5917;5;2147483647;5941;8;2147483647;5948;202147483647;5948;1428
2147483647;5607;4;2147483647;5607;6;2147483647;5607;102147483647;5607;1296
2147483647;5740;6;2147483647;5744;7;2147483647;5744;132147483647;5744;1408
2147483647;5533;3;2147483647;5548;5;2147483647;5548;92147483647;5548;1297
2147483647;5567;5;2147483647;5678;14;2147483647;5678;202147483647;5678;1405
2147483647;5520;3;2147483647;5536;7;2147483647;5536;122147483647;5536;1294
2147483647;5166;4;2147483647;5237;10;2147483647;5238;172147483647;5238;1349
2147483647;5536;4;2147483647;5546;7;2147483647;5546;122147483647;5546;1168
2147483647;5518;4;5538;0;6;5538;0;65538;0;7
2147483647;5100;6;2147483647;5198;15;2147483647;5198;192147483647;5198;1448
2147483647;6059;4;2147483647;6144;10;2147483647;6155;252147483647;6155;1296
2147483647;5541;4;2147483647;5634;17;5636;0;205636;0;20
2147483647;5628;5;2147483647;5639;7;2147483647;5639;102147483647;5639;1226
2147483647;5591;3;2147483647;5604;8;2147483647;5604;122147483647;5604;1415
2147483647;6019;7;2147483647;6030;10;2147483647;6038;192147483647;6038;1233
2147483647;5429;4;2147483647;5535;22;2147483647;5536;352147483647;5536;1420
2147483647;5735;4;2147483647;5760;8;2147483647;5760;152147483647;5760;1396
2147483647;5588;4;2147483647;5591;3;5610;0;165610;0;14
2147483647;5779;3;2147483647;5837;9;2147483647;5847;212147483647;5847;1432
2147483647;5913;5;2147483647;5935;9;2147483647;5936;142147483647;5936;1349
2147483647;5647;4;2147483647;5696;11;2147483647;5706;232147483647;5706;1418
2147483647;5742;3;2147483647;5755;5;2147483647;5766;182147483647;5766;1439
2147483647;5855;6;2147483647;5937;13;5947;0;255947;0;31
2147483647;5432;8;2147483647;5435;8;2147483647;5442;162147483647;5442;1157
2147483647;5673;4;2147483647;5673;5;2147483647;5673;102147483647;5673;1371
2147483647;5553;8;2147483647;5574;13;2147483647;5574;162147483647;5574;1183
2147483647;5619;6;2147483647;5643;10;2147483647;5643;152147483647;5643;1469
2147483647;5056;3;2147483647;5079;7;2147483647;5079;122147483647;5079;1210
2147483647;5585;4;2147483647;5594;6;2147483647;5596;102147483647;5596;1202
2147483647;5654;7;2147483647;5686;9;2147483647;5692;162147483647;5692;1357
2147483647;5361;5;2147483647;5362;6;2147483647;5372;212147483647;5372;1879
2147483647;5784;4;2147483647;5831;8;2147483647;5831;132147483647;5831;1226
2147483647;5531;6;2147483647;5553;9;2147483647;5556;242147483647;5556;1647
2147483647;6161;4;2147483647;6166;4;2147483647;6166;102147483647;6166;1381
2147483647;5659;2;2147483647;5694;8;2147483647;5694;132147483647;5694;1405
2147483647;5447;7;2147483647;5486;9;2147483647;5504;222147483647;5504;1438
2147483647;5750;7;2147483647;5759;8;5760;0;105760;0;9
2147483647;5936;5;2147483647;5985;14;2147483647;5985;202147483647;5985;1346
2147483647;5538;6;5539;0;6;5539;0;75539;0;6
2147483647;5744;4;2147483647;5781;9;2147483647;5781;162147483647;5781;1424
2147483647;5420;3;2147483647;5428;5;2147483647;5428;82147483647;5428;1271
2147483647;5706;5;2147483647;5729;7;2147483647;5743;212147483647;5743;1403
2147483647;5873;5;2147483647;5928;10;2147483647;5935;262147483647;5935;1563
2147483647;6093;3;2147483647;6145;12;2147483647;6145;192147483647;6145;1434
2147483647;5601;6;2147483647;5647;16;2147483647;5647;182147483647;5647;1390
2147483647;5406;4;2147483647;5463;9;2147483647;5469;222147483647;5469;1532
2147483647;5859;6;2147483647;5872;9;2147483647;5872;132147483647;5872;1339
2147483647;5964;3;2147483647;5992;7;2147483647;5993;142147483647;5993;1680
2147483647;5768;5;2147483647;5799;9;2147483647;5832;312147483647;5832;1566
2147483647;5615;3;2147483647;5667;15;2147483647;5670;232147483647;5670;1260
2147483647;5773;8;2147483647;5773;7;2147483647;5773;132147483647;5773;1273
2147483647;5608;5;2147483647;5614;7;2147483647;5625;222147483647;5625;1924
2147483647;5834;4;2147483647;5875;11;2147483647;5887;292147483647;5887;1422
2147483647;5578;5;2147483647;5611;7;2147483647;5611;112147483647;5611;1469
2147483647;5969;6;2147483647;5993;10;2147483647;6012;232147483647;6012;1482
2147483647;5759;5;2147483647;5769;6;2147483647;5769;112147483647;5769;1269
2147483647;5795;9;2147483647;5807;10;2147483647;5807;172147483647;5807;1552
2147483647;5291;7;2147483647;5380;21;2147483647;5425;612147483647;5425;1534
2147483647;5436;5;2147483647;5436;5;2147483647;5436;122147483647;5436;1184
2147483647;5265;7;2147483647;5300;14;2147483647;5304;252147483647;5304;1297
2147483647;5222;3;2147483647;5229;4;2147483647;5229;102147483647;5229;1247
