267974;0;8
302307;0;41
259504;0;31
309852;0;43
292872;0;54
280319;0;39
264592;0;38
311050;0;33
257516;0;40
321743;0;37
274651;0;65
286416;0;110
269600;0;13
280039;0;33
296909;0;33
263695;0;46
266961;0;31
254479;0;4
312507;0;57
297138;0;9
274523;0;28
347811;0;49
253688;0;17
318712;0;35
244953;0;23
297038;0;70
289287;0;33
206625;0;24
262288;0;21
326257;0;95
307550;0;16
273526;0;33
315513;0;132
327628;0;25
340468;0;41
289100;0;76
250144;0;2
280069;0;37
313756;0;121
283158;0;34
288163;0;75
336330;0;75
312935;0;32
296390;0;22
263377;0;105
271574;0;16
301920;0;62
332131;0;55
308926;0;41
263067;0;9
265541;0;86
327828;0;36
245854;0;7
329040;0;37
292258;0;26
320978;0;29
322729;0;90
257079;0;72
264877;0;91
242313;0;25
326160;0;77
286470;0;27
225836;0;41
269296;0;87
282511;0;78
247699;0;6
324855;0;17
295875;0;21
244495;0;18
325651;0;32
238983;0;25
292171;0;54
344654;0;87
279222;0;21
357767;0;33
352388;0;27
240136;0;38
313374;0;63
271046;0;50
271701;0;21
222605;0;8
311326;0;23
291535;0;23
268601;0;28
239996;0;88
315367;0;46
224466;0;8
269897;0;67
291802;0;79
353644;0;43
340219;0;33
276278;0;28
276266;0;19
272616;0;52
300831;0;72
298236;0;52
262946;0;25
290880;0;17
249787;0;22
289022;0;103
247643;0;25
266059;0;130
291646;0;32
270265;0;40
273755;0;30
243414;0;43
179979;0;33
323156;0;7
259236;0;16
259471;0;30
315272;0;39
275564;0;13
216192;0;7
304125;0;29
299789;0;9
330101;0;95
269116;0;38
308344;0;16
224746;0;40
258115;0;61
357472;0;9
279678;0;110
303190;0;34
295511;0;20
327016;0;15
304563;0;116
204528;0;23
327751;0;71
251552;0;99
303342;0;41
227634;0;5
316252;0;23
269756;0;56
310461;0;29
230157;0;47
268235;0;136
295381;0;58
252036;0;38
237615;0;26
305348;0;59
296513;0;0
280918;0;87
275898;0;76
287285;0;12
311317;0;76
301189;0;42
366936;0;42
309528;0;7
304183;0;27
295443;0;47
295908;0;2
303701;0;10
293303;0;1
266292;0;184
279020;0;5
294712;0;86
288175;0;21
242550;0;32
305636;0;10
273528;0;12
248524;0;5
269778;0;112
262095;0;18
246194;0;65
215862;0;21
235027;0;18
249018;0;36
317253;0;13
262380;0;11
285875;0;47
258584;0;34
287012;0;15
254035;0;33
261246;0;76
327538;0;21
314485;0;48
329769;0;91
317116;0;86
246982;0;34
295063;0;68
313879;0;37
268448;0;4
328416;0;41
288678;0;25
266611;0;94
224491;0;30
238716;0;52
343397;0;107
289983;0;34
332245;0;20
340346;0;43
328405;0;16
248531;0;64
263151;0;11
257477;0;26
336712;0;27
233430;0;30
231353;0;160
217604;0;16
248248;0;95
303600;0;15
269252;0;42
289448;0;24
306410;0;9
336018;0;39
235632;0;29
298758;0;23
307904;0;9
267073;0;22
311905;0;88
294958;0;15
215930;0;44
249904;0;0
201501;0;44
287431;0;9
284272;0;6
284578;0;120
287082;0;35
338308;0;44
292504;0;28
302117;0;85
263297;0;28
327490;0;55
300313;0;26
241296;0;3
296270;0;24
312147;0;4
247841;0;24
323569;0;27
329001;0;14
319156;0;69
328333;0;15
250110;0;166
350160;0;129
254501;0;26
302917;0;29
324207;0;16
261880;0;49
203469;0;19
273051;0;30
296325;0;67
310173;0;72
279281;0;103
313272;0;12
307895;0;38
252072;0;69
267272;0;17
306683;0;21
299648;0;38
279778;0;32
283829;0;140
304296;0;11
287700;0;15
293139;0;107
305604;0;30
295298;0;77
251522;0;17
2147483647;305144;57
259327;0;124
293851;0;40
272576;0;23
329632;0;38
288298;0;39
302849;0;53
295738;0;29
279024;0;4
320443;0;31
316834;0;31
302435;0;49
266998;0;41
305018;0;19
269897;0;36
257017;0;59
272748;0;31
149352;0;19
2147483647;282069;64
263157;0;66
213918;0;15
283723;0;31
288362;0;39
289543;0;36
340865;0;21
258685;0;21
274213;0;81
269868;0;23
262653;0;9
2147483647;290186;58
302825;0;16
323580;0;6
334792;0;32
357493;0;35
272465;0;31
283321;0;25
262195;0;79
279056;0;7
284274;0;30
288962;0;29
299792;0;55
276676;0;38
289294;0;36
339558;0;60
302854;0;35
297064;0;27
296414;0;38
264045;0;0
277461;0;24
272218;0;13
261026;0;9
296109;0;27
284414;0;51
255034;0;47
307627;0;25
293937;0;19
291419;0;21
299511;0;77
279535;0;36
279815;0;4
343272;0;42
353105;0;29
308906;0;62
342539;0;25
280154;0;19
297786;0;24
266347;0;47
323069;0;25
296711;0;105
299357;0;40
336937;0;82
327740;0;21
292332;0;95
240187;0;19
274169;0;24
313059;0;41
269825;0;92
297615;0;35
282490;0;12
322057;0;120
309687;0;16
2147483647;319682;51
299153;0;33
312738;0;22
251088;0;17
268636;0;14
269658;0;40
304002;0;30
319103;0;17
302180;0;35
234572;0;84
280346;0;38
288394;0;36
267735;0;35
329516;0;23
276585;0;6
248116;0;10
241551;0;40
303874;0;50
251502;0;27
338047;0;52
286585;0;18
256190;0;17
248317;0;20
290937;0;21
281977;0;17
260590;0;51
318106;0;44
262990;0;40
276338;0;29
231519;0;3
372219;0;55
340337;0;30
280714;0;162
295162;0;29
283800;0;12
310269;0;68
321253;0;50
305783;0;116
285412;0;71
261073;0;2
208489;0;11
241778;0;42
251088;0;52
258960;0;49
306662;0;90
307884;0;23
277730;0;25
299873;0;65
245749;0;51
291388;0;27
273228;0;68
311550;0;26
321006;0;42
355285;0;34
298861;0;20
183347;0;18
292054;0;29
239605;0;9
261209;0;120
289990;0;16
286957;0;45
230771;0;66
260053;0;27
313309;0;52
337721;0;121
289331;0;15
294722;0;61
341724;0;119
273438;0;61
270290;0;95
285447;0;90
271129;0;0
293563;0;82
345533;0;37
332764;0;41
324544;0;20
300690;0;27
261833;0;4
235740;0;26
271640;0;29
241043;0;10
281460;0;5
301797;0;31
277961;0;130
330511;0;25
321220;0;26
313134;0;93
225051;0;100
284621;0;50
285801;0;26
327545;0;37
264221;0;22
266777;0;18
305246;0;117
261164;0;42
290012;0;123
322971;0;22
237134;0;61
262749;0;58
2147483647;290859;21
291735;0;15
293696;0;45
234576;0;6
257053;0;47
315640;0;27
308381;0;10
330858;0;3
235312;0;12
260483;0;9
270029;0;126
265199;0;7
244235;0;53
319635;0;101
230437;0;18
271185;0;12
274940;0;22
324261;0;32
295460;0;28
314274;0;19
292837;0;50
292655;0;28
270347;0;33
292855;0;43
301820;0;106
265964;0;35
274627;0;34
296197;0;41
311268;0;58
304319;0;27
282678;0;61
287833;0;24
251627;0;41
271811;0;24
302941;0;29
291869;0;50
194949;0;50
241399;0;41
370707;0;86
315659;0;46
235568;0;106
191270;0;20
301304;0;72
319550;0;48
252067;0;80
283513;0;20
292721;0;74
287446;0;42
309798;0;33
302966;0;39
283075;0;73
299647;0;61
284653;0;12
268341;0;46
282055;0;46
302307;0;55
250308;0;13
272080;0;24
328808;0;55
278096;0;69
276620;0;36
265146;0;14
207609;0;6
264816;0;67
255141;0;30
246936;0;48
293017;0;48
301586;0;43
318246;0;73
268293;0;9
338372;0;99
308777;0;19
289756;0;48
308197;0;41
273565;0;16
304557;0;63
349372;0;60
254873;0;76
277132;0;34
308637;0;29
279781;0;57
257562;0;4
256022;0;40
279646;0;29
262217;0;29
326950;0;71
318807;0;27
283205;0;35
311721;0;149
248892;0;6
335403;0;85
343744;0;34
262882;0;20
321761;0;11
330927;0;24
298188;0;21
298824;0;9
273709;0;3
322273;0;16
291488;0;11
299720;0;60
285458;0;28
257752;0;16
282283;0;27
266381;0;28
333367;0;17
290610;0;31
279685;0;2
269758;0;45
356202;0;12
280588;0;40
286085;0;135
315121;0;64
337117;0;35
270269;0;6
234103;0;13
267869;0;47
275527;0;35
271007;0;33
311829;0;70
314391;0;30
327018;0;28
259066;0;44
317569;0;61
344165;0;22
315920;0;65
293458;0;18
268287;0;72
272770;0;41
310447;0;31
283730;0;37
321938;0;16
340138;0;61
281432;0;12
277668;0;56
308221;0;35
298710;0;102
244699;0;90
288747;0;25
299682;0;52
278263;0;48
281929;0;3
265999;0;38
356477;0;31
311005;0;72
250957;0;21
339634;0;15
243891;0;75
244786;0;37
256759;0;85
329572;0;22
359474;0;25
345245;0;22
321397;0;36
265526;0;49
265975;0;5
310704;0;59
269272;0;35
280945;0;61
279210;0;33
2147483647;336529;25
236720;0;9
287683;0;40
256055;0;47
324923;0;40
335774;0;58
268361;0;9
271528;0;63
256224;0;38
275813;0;18
235063;0;37
215065;0;59
255857;0;39
232607;0;14
272886;0;3
207512;0;15
291187;0;21
341132;0;10
303708;0;16
241227;0;70
368414;0;46
236930;0;0
287379;0;24
261357;0;24
288284;0;9
330777;0;24
309195;0;63
253578;0;56
305722;0;32
251829;0;19
286697;0;13
310435;0;36
299895;0;60
282394;0;14
260308;0;46
355629;0;20
264039;0;59
291962;0;17
274468;0;1
310091;0;64
311266;0;103
305670;0;20
294749;0;2
282384;0;12
195800;0;98
337470;0;105
275409;0;100
243611;0;33
275401;0;10
303771;0;32
291734;0;9
325845;0;31
287616;0;27
308025;0;10
210092;0;37
317755;0;6
311660;0;88
291061;0;24
322488;0;35
191686;0;33
277500;0;35
298296;0;102
260441;0;34
267751;0;35
235481;0;27
248916;0;33
308927;0;62
243710;0;30
307073;0;18
264515;0;44
304956;0;23
321043;0;31
288743;0;71
310078;0;25
282733;0;9
278348;0;39
266130;0;37
255628;0;29
286228;0;57
230741;0;33
295032;0;22
328666;0;43
283203;0;81
331553;0;98
308719;0;13
298695;0;13
268076;0;34
267445;0;40
289044;0;103
309588;0;28
329231;0;20
288682;0;29
269467;0;68
282935;0;22
261886;0;11
314962;0;22
287715;0;64
255407;0;8
271976;0;107
313681;0;34
295391;0;64
246924;0;33
216081;0;21
351887;0;68
305046;0;46
295209;0;47
292258;0;27
257145;0;29
318086;0;40
297044;0;11
305013;0;47
313159;0;49
316937;0;37
279569;0;112
280298;0;19
261167;0;108
249297;0;2
253385;0;45
262278;0;33
339929;0;31
275864;0;10
275579;0;42
327832;0;27
314391;0;51
296499;0;58
276125;0;73
231513;0;38
296710;0;18
310018;0;63
264983;0;51
298816;0;22
224449;0;18
247407;0;37
233751;0;67
223082;0;1
342429;0;24
316871;0;13
272407;0;62
336991;0;35
274839;0;85
313173;0;9
310517;0;20
321035;0;68
268580;0;34
252200;0;19
243446;0;27
330849;0;57
259144;0;35
252596;0;26
286178;0;22
295262;0;12
312961;0;22
307524;0;28
299618;0;53
338890;0;103
296053;0;13
283187;0;35
291947;0;86
337826;0;0
346160;0;55
288581;0;4
266792;0;59
296049;0;23
327242;0;68
235519;0;23
273896;0;29
291889;0;41
293857;0;24
303168;0;21
302523;0;9
320921;0;17
286614;0;22
268482;0;23
349858;0;40
323777;0;46
298025;0;96
235997;0;60
