2147483647;629965;896;703373;11;690843;361
2147483647;624672;882;751519;1;689807;326
2147483647;601854;1624;685306;2;649352;315
2147483647;572281;2213;645060;1;628268;315
2147483647;594707;1113;673788;1;686062;331
2147483647;626581;2079;668758;1;665767;315
2147483647;598363;1119;724905;1;643466;314
2147483647;614559;1288;659882;2;666696;321
2147483647;632638;1778;707305;1;692924;312
549377;0;331;620093;1;601653;315
2147483647;601615;1277;705219;1;696525;331
2147483647;621947;2276;692169;1;679433;317
2147483647;586847;2298;615853;1;614141;315
2147483647;636196;1067;677248;0;688819;314
618923;0;604;651358;1;634878;315
613524;0;1015;695820;1;666205;313
2147483647;626178;1428;753081;1;710921;315
2147483647;608493;2686;713351;1;664612;313
2147483647;596337;906;682720;1;682932;316
2147483647;602397;1962;718631;1;651876;314
2147483647;629097;975;719846;1;646920;312
2147483647;617386;1233;670718;1;680226;322
2147483647;605412;1509;701404;1;661337;315
2147483647;634612;548;676548;1;686332;313
602222;0;746;677556;1;651070;313
647668;0;1356;779889;1;740998;314
2147483647;646707;1566;708372;1;689205;321
576773;0;2953;667268;1;612176;313
2147483647;620909;800;682030;1;717492;313
2147483647;605597;1714;701457;1;692989;315
2147483647;617074;769;704700;1;704226;313
2147483647;578269;1031;664753;1;604714;319
579076;0;250;673113;3;658179;326
2147483647;617960;746;701053;1;714160;313
618547;0;599;696007;1;687302;313
2147483647;558011;743;597733;1;594966;316
2147483647;616494;871;700366;1;638548;315
2147483647;657307;1599;752572;1;754464;317
2147483647;633456;2125;746851;1;716781;314
2147483647;591857;2430;756024;1;666638;316
2147483647;616149;1178;685955;1;682959;317
2147483647;602681;1367;656916;1;607673;315
2147483647;635323;1361;719826;1;710724;321
2147483647;589998;2665;646100;1;637570;312
2147483647;633015;1510;696265;1;689828;315
2147483647;636145;1283;732920;1;695564;320
571363;0;912;649858;1;606209;316
2147483647;625506;1058;700531;1;662685;317
590674;0;1526;680718;1;620332;324
616747;0;661;678769;1;671049;324
2147483647;613243;620;749586;1;661238;323
2147483647;632639;997;689690;1;670808;321
2147483647;598141;1929;652266;1;665249;315
2147483647;602137;2136;645180;1;636390;317
2147483647;589298;1068;686798;1;628366;320
2147483647;658072;953;704516;1;727273;315
2147483647;622781;2129;717566;1;655007;313
2147483647;537322;1434;570138;1;595570;313
623646;0;1086;715675;1;711127;325
2147483647;603525;2385;661619;2;671247;316
2147483647;593588;779;652412;1;630881;316
2147483647;596410;616;635877;1;636599;323
2147483647;562869;851;634484;1;619080;319
2147483647;603729;769;629843;0;630716;321
2147483647;617021;1628;714820;1;715977;322
2147483647;624618;1223;713463;2;732910;409
2147483647;620287;1781;700415;1;649111;354
577015;0;425;602687;1;592525;314
2147483647;613008;4606;680409;1;659764;315
2147483647;572709;1100;649327;1;604548;318
2147483647;564538;1558;604728;1;592162;314
2147483647;587435;1996;645130;1;679618;311
2147483647;585682;651;655653;1;617792;321
652450;0;1887;738170;1;682186;308
2147483647;597432;581;672298;1;683990;322
2147483647;640026;1119;705263;1;672206;314
2147483647;603010;1635;665644;1;653490;315
2147483647;629394;2937;719696;1;686628;321
2147483647;626720;619;744259;1;711455;311
2147483647;597530;908;629268;1;635408;314
2147483647;593886;1203;719629;1;633922;315
2147483647;584252;1359;698700;1;663180;320
2147483647;631979;1505;685026;1;674647;319
2147483647;601962;585;663867;1;651527;315
2147483647;657027;1040;752187;1;730473;319
2147483647;575383;1226;667798;2;625954;378
2147483647;655973;2055;705797;1;715273;313
2147483647;631766;3246;680311;1;684399;313
2147483647;607745;904;668985;1;663749;315
2147483647;578433;691;643029;1;645529;316
2147483647;602129;1435;645360;1;650365;322
2147483647;565952;3723;685768;1;653467;315
2147483647;633290;827;785141;2;690265;313
2147483647;657822;1397;755076;1;724487;315
2147483647;606129;745;705130;1;648411;321
2147483647;590261;825;647209;1;610479;318
602141;0;686;648274;1;639675;315
2147483647;631556;1056;676654;1;667211;320
2147483647;572894;761;629712;1;617463;314
2147483647;594504;1135;698949;1;642844;313
