2147483647;733798;1921;853900;14;846763;1133
2147483647;725451;2956;839236;6;825557;1075
2147483647;720949;3030;841278;2;806668;1056
2147483647;736112;1717;847848;3;804856;1049
2147483647;690298;1252;820277;3;743498;1054
2147483647;732054;1936;896070;3;818286;1067
2147483647;723450;3565;879227;2;820553;1066
2147483647;722376;3295;818712;2;786273;1083
2147483647;728972;4419;826788;3;828151;1057
2147483647;733999;3026;844387;3;841601;1064
2147483647;750768;3050;864468;3;854790;1052
2147483647;757986;1623;896865;3;819459;1068
2147483647;741086;2832;854808;3;852978;1069
2147483647;703441;3150;822936;2;781158;1057
2147483647;776672;5974;932570;3;913242;1050
2147483647;741595;2191;870704;2;842379;1057
2147483647;717734;1367;903436;3;790087;1056
2147483647;728691;3060;849598;2;783284;1066
2147483647;708401;1858;838872;3;794255;1060
2147483647;723736;2576;856808;2;786525;1079
2147483647;747370;1590;875512;3;849075;1084
2147483647;731327;1382;886371;3;836386;1074
2147483647;730352;3852;812443;2;783996;1067
2147483647;758856;4369;825948;3;827697;1084
2147483647;748838;1496;870327;2;856353;1074
2147483647;699510;1587;803229;3;769036;1098
2147483647;736811;7311;803344;4;815858;1068
755259;0;2112;841747;3;861221;1071
2147483647;739155;1362;887041;3;844653;1062
2147483647;752943;1677;892452;3;842604;1068
2147483647;745605;4099;903838;3;815413;1088
2147483647;733663;3811;850026;3;830646;1072
2147483647;708247;2479;814520;3;806708;1082
2147483647;706219;4081;804487;2;828249;1085
2147483647;719952;1818;827586;3;775722;1084
2147483647;764278;2471;868369;3;824603;1070
2147483647;737277;2312;833259;3;796084;1053
2147483647;757708;6906;854891;2;843539;1041
2147483647;730437;3831;835010;3;810713;1071
2147483647;753271;2594;890088;2;862531;1068
2147483647;739905;2451;854905;3;817047;1058
2147483647;731542;1727;771822;3;775162;1068
2147483647;741879;2649;876964;3;887150;1075
2147483647;741185;2297;843250;3;824535;1062
2147483647;730382;2441;824379;3;809743;1057
2147483647;690458;2224;779861;2;732477;1059
2147483647;671206;2277;781205;3;769383;1052
2147483647;731824;1166;833650;2;849631;1068
2147483647;736140;2504;852527;3;839226;1076
2147483647;737503;3942;857343;3;863558;1056
2147483647;729857;3250;855975;4;830339;1054
2147483647;757685;3649;896621;3;883785;1063
2147483647;760035;2053;884710;2;825646;1050
2147483647;695060;5746;782702;3;783900;1050
2147483647;759815;2130;854889;4;850183;1059
2147483647;747361;2263;824591;2;835214;1069
2147483647;720816;4795;859576;3;804784;1064
2147483647;749220;2014;890151;3;805232;1072
2147483647;703161;2548;771628;3;780350;1054
2147483647;724296;2655;809536;2;826374;1053
2147483647;726324;2442;778741;2;754392;1067
2147483647;745277;1698;879400;2;853935;1054
2147483647;731563;2683;847660;2;813347;1063
2147483647;744400;2411;854409;3;796147;1086
2147483647;745193;1645;859793;2;804528;1061
2147483647;742580;1782;847300;3;812994;1060
2147483647;730757;2531;853339;2;840839;1052
2147483647;710442;2739;789420;2;777569;1055
2147483647;736934;2884;851557;2;846588;1051
2147483647;738168;1154;849036;2;790431;1054
2147483647;711110;3258;764771;2;755303;1064
2147483647;775505;3106;891980;2;868098;1053
2147483647;708921;1797;852302;3;861578;1069
2147483647;739870;2866;821613;3;787475;1058
2147483647;773979;1131;898519;3;860389;1059
2147483647;729149;6623;863737;3;764556;1059
2147483647;730966;3039;859843;3;820046;1055
2147483647;746211;1915;843531;3;786527;1057
2147483647;739454;1949;900242;3;821843;1060
2147483647;681941;3045;795508;3;775989;1063
2147483647;711790;4196;809643;2;796258;1067
2147483647;694403;2458;803613;3;790053;1066
2147483647;720288;3117;779483;2;795052;1056
2147483647;740733;2442;872409;2;837626;1057
2147483647;733957;2875;828396;2;793338;1059
2147483647;714112;961;788991;3;806689;1056
2147483647;740237;3193;872707;2;820873;1061
2147483647;773733;1042;905423;3;878513;1052
2147483647;765647;2051;876177;3;900013;1058
2147483647;714657;1696;816905;2;842491;1065
2147483647;739917;1617;862090;3;812389;1061
2147483647;717474;3667;813751;4;818356;1066
2147483647;761348;2514;877250;2;862048;1067
2147483647;755905;2963;876676;2;834054;1061
2147483647;728306;1662;820734;3;799707;1070
2147483647;730540;1996;859277;3;814307;1059
2147483647;753146;2187;862593;2;849156;1055
2147483647;704578;1952;794964;3;746899;1062
2147483647;708181;2562;769878;2;764749;1068
2147483647;744653;1912;838304;3;817101;1061
